,sortedIml...1.,sortedIml...6.,sortedIml...2.,genreRank,timeID,sortedIml...7.
42,2012-11-11 19:18:01,The Woman In White:Act Two:If I Could Dream This World Away,Soundtrack,2,19,Woman In White [Disc 2]
43,2012-11-14 09:06:57,Act 2 Scene26 footsteps1,none,1,81,6017 Foley2 Footsteps
44,2012-11-14 09:09:50,Act2 Scene26 フォスコ,none,1,81,6016 Foley1 Footsteps
45,2012-11-14 14:04:23,The_Nutcracker_-12dB_2000Hz,none,1,86,album
46,2012-11-15 06:38:27,05. Crowd Indoor Medium Museum,none,1,102,album
47,2012-11-15 06:40:29,06. Crowd Indoor Medium Museum,none,1,102,album
48,2012-11-15 12:35:31,Act1 Prologue  電線の不気味な音,Other,5,108,こうかおん
49,2012-11-15 13:49:37,Act2  Scene29　　汽笛,Other,5,109,効果音大全集
50,2012-11-15 18:28:38,03. Footsteps_ Concrete_ One Person Walking On Concrete_ Up Stairs,none,1,114,album
51,2012-11-15 18:29:36,06. Footsteps_ Corridor_ Several People Walking,none,1,114,album
52,2012-11-17 12:43:55,The Woman In White:Act One:Prologue,Soundtrack,2,156,The Woman In White [Disc 1]
53,2012-11-17 20:39:20,04 The Great Pumpkin Waltz,none,1,164,album
54,2012-11-18 13:39:42,12 Audio Track,none,1,13,6003 animals&birds
55,2012-11-18 13:40:12,22 Audio Track,none,1,13,6003 animals&birds
56,2012-11-18 13:40:36,28 Audio Track,none,1,13,6003 animals&birds
57,2012-11-19 09:55:22,25 Audio Track,none,1,33,6003 animals&birds
58,2012-11-19 09:55:30,26 Audio Track,none,1,33,6003 animals&birds
59,2012-11-19 18:35:57,Act2 Scene26 footsteps2,none,1,42,6016 Foley1 Footsteps
60,2012-11-19 18:36:46,Act2 Scene26 footsteps3,none,1,42,6016 Foley1 Footsteps
61,2012-11-19 23:48:14,なんでもない　SE,none,1,47,album
62,2012-11-20 21:11:35,Act1 Prologue　　嵐の音,Other,5,69,効果音大全集
63,2012-11-22 21:08:17,Act1 prologue ウマの蹄,none,1,117,album
64,2012-11-22 21:09:30,Act1 prologue 馬車,none,1,117,album
65,2012-11-22 21:10:31,Act1 Scene8 Vn take2,none,1,117,album
66,2012-11-22 21:10:34,Act1 Scene15 銃声,none,1,117,album
67,2012-11-24 20:47:47,Overture,Soundtrack,2,164,Phantom Of The Opera
68,2012-11-24 20:51:28,Think Of Me,Soundtrack,2,164,Phantom Of The Opera
69,2012-11-24 20:54:11,Angel Of Music,Soundtrack,2,164,Phantom Of The Opera
70,2012-11-24 20:56:12,The Mirror (Angel Of Music),Soundtrack,2,164,Phantom Of The Opera
71,2012-11-26 10:08:22,Act1 scene15   遠雷,Other,5,34,効果音大全集
72,2012-11-26 13:58:58,Act2 Scene10 教会の鐘,none,1,37,野田 麻奈美 のアルバム
73,2012-11-27 17:00:00,Act1 Scene1 Vn,none,1,65,album
74,2012-11-27 18:23:09,8 Act1 Scene7 Dinner　bell,none,1,66,album
75,2012-11-27 19:13:37,9 Act1 Scene8 Vn take1,none,1,67,album
76,2012-11-27 19:39:01,7 Act1 Scene4　鳥の羽ばたき,none,1,67,6003 animals&birds
77,2012-11-29 10:59:32,Act2 Scene29 電車が近づく音,Other,5,106,効果音大全集
78,2012-11-29 16:56:24,4 Act2 Scene17  雨,Other,5,112,効果音大全集
79,2012-11-30 07:49:09,6 Act2 Scene18 鐘＋コーラス,none,1,127,野田 麻奈美 のアルバム
80,2012-11-30 07:52:00,The Woman In White:Act One:Trying Not To Notice,Soundtrack,2,127,The Woman In White [Disc 1]
81,2012-11-30 07:59:14,Masquerade,Soundtrack,2,127,Phantom Of The Opera
82,2012-12-03 09:45:54,The Great Pumpkin Waltz,Jazz,4,33,Happy Anniversary_ Charlie Brown!
83,2012-12-03 09:56:14,Quiet Now,Jazz,4,33,At the Montreux Jazz Festival
84,2012-12-03 09:59:49,Walkin' Up,Jazz,4,33,At the Montreux Jazz Festival
85,2012-12-03 10:00:47,Spoken Introduction and Warmup _5,Jazz,4,34,At the Montreux Jazz Festival
86,2012-12-03 10:25:25,I Loves You Porgy,Jazz,4,34,At the Montreux Jazz Festival
87,2012-12-03 10:30:10,The Touch of Your Lips,Jazz,4,34,At the Montreux Jazz Festival
88,2012-12-06 15:05:32,Mompou: 12 Preludes - Prelude _2,Classical,3,111,Mompou: 12 Preludes_ Suburbis_ Cants Magics
89,2012-12-06 15:05:32,Mompou: 12 Preludes - Prelude _2,Classical,3,111,Mompou: 12 Preludes_ Suburbis_ Cants Magics
90,2012-12-06 15:08:31,Mompou: 12 Preludes - Prelude _3,Classical,3,111,Mompou: 12 Preludes_ Suburbis_ Cants Magics
91,2012-12-06 15:10:56,Mompou: 12 Preludes - Prelude _4,Classical,3,111,Mompou: 12 Preludes_ Suburbis_ Cants Magics
92,2012-12-06 15:12:53,Mompou: 12 Preludes - Prelude _5,Classical,3,111,Mompou: 12 Preludes_ Suburbis_ Cants Magics
93,2012-12-06 15:23:11,4011-tl_piano,none,1,111,album
